Method,Target Alpha,Setting,Run,Coverage,A_hat,LPB,Include Proportion,s_tau
Focused,0.1,2,1,0.975,0.047966101694915254,0.22466528930601878,,
Focused,0.1,2,2,0.9416666666666667,0.06457627118644067,0.33743727310662897,,
Focused,0.1,2,3,0.9533333333333334,0.06220338983050847,0.3374270761151187,,
Focused,0.1,2,4,0.9566666666666667,0.05508474576271186,0.2846092991409615,,
Focused,0.1,2,5,0.9433333333333334,0.06457627118644067,0.3470854634324032,,
Focused,0.1,2,6,0.975,0.043220338983050846,0.20458088670858915,,
Focused,0.1,2,7,0.9266666666666666,0.07406779661016949,0.4119487721528543,,
Focused,0.1,2,8,0.955,0.05271186440677966,0.2580562852707373,,
Focused,0.1,2,9,0.95,0.06457627118644067,0.3506288774913622,,
Focused,0.1,2,10,0.9683333333333334,0.047966101694915254,0.2337880336142139,,
Focused,0.1,2,11,0.9466666666666667,0.06457627118644067,0.34539914907644764,,
Focused,0.1,2,12,0.9683333333333334,0.050338983050847455,0.24628109267546752,,
Focused,0.1,2,13,0.9483333333333334,0.06220338983050847,0.3202619882830393,,
Focused,0.1,2,14,0.9666666666666667,0.050338983050847455,0.2457187788400726,,
Focused,0.1,2,15,0.9516666666666667,0.06220338983050847,0.32393733883585524,,
Focused,0.1,2,16,0.9416666666666667,0.06457627118644067,0.3360393397574962,,
Focused,0.1,2,17,0.9616666666666667,0.05271186440677966,0.25963568573415485,,
Focused,0.1,2,18,0.9483333333333334,0.06457627118644067,0.3427534264552646,,
Focused,0.1,2,19,0.955,0.05508474576271186,0.28008476541868293,,
Focused,0.1,2,20,0.9516666666666667,0.06220338983050847,0.3217859477710587,,
Focused,0.1,2,21,0.9633333333333334,0.050338983050847455,0.2422671218297667,,
Focused,0.1,2,22,0.925,0.07406779661016949,0.4230743461394518,,
Focused,0.1,2,23,0.9616666666666667,0.05271186440677966,0.2599798405964007,,
Focused,0.1,2,24,0.945,0.06457627118644067,0.3464317902898255,,
Focused,0.1,3,0,0.9316666666666666,0.07644067796610168,0.21135041558223033,,
Focused,0.1,3,1,0.9383333333333334,0.07406779661016949,0.20331242226535898,,
Focused,0.1,3,2,0.96,0.05983050847457627,0.16284489654129417,,
Focused,0.1,3,3,0.9533333333333334,0.06694915254237288,0.18165200966597916,,
Focused,0.1,3,4,0.9583333333333334,0.05983050847457627,0.1630974290607763,,
Focused,0.1,3,5,0.9433333333333334,0.06694915254237288,0.18631730346598266,,
Focused,0.1,3,6,0.9483333333333334,0.06694915254237288,0.18317354467322972,,
Focused,0.1,3,7,0.935,0.07169491525423728,0.20001845444224273,,
Focused,0.1,3,8,0.95,0.06694915254237288,0.18311804525805883,,
Focused,0.1,3,9,0.9483333333333334,0.06694915254237288,0.1859103762742963,,
Focused,0.1,3,10,0.955,0.06457627118644067,0.1770316951926555,,
Focused,0.1,3,11,0.93,0.07644067796610168,0.2111088365929351,,
Focused,0.1,3,12,0.9283333333333333,0.07644067796610168,0.21378638902769576,,
Focused,0.1,3,13,0.9633333333333334,0.05745762711864407,0.1577948053794039,,
Focused,0.1,3,14,0.9466666666666667,0.06457627118644067,0.17476365607207275,,
Focused,0.1,3,15,0.9333333333333333,0.07644067796610168,0.21040841044658312,,
Focused,0.1,3,16,0.9566666666666667,0.06457627118644067,0.1777801536379448,,
Focused,0.1,3,17,0.9383333333333334,0.06932203389830507,0.18801204602914037,,
Focused,0.1,3,18,0.9383333333333334,0.07406779661016949,0.2059609937698048,,
Focused,0.1,3,19,0.9433333333333334,0.06932203389830507,0.19327644037369726,,
Focused,0.1,3,20,0.9283333333333333,0.07881355932203389,0.21767923793817157,,
Focused,0.1,3,21,0.9366666666666666,0.07406779661016949,0.20505475259271713,,
Focused,0.1,3,22,0.9366666666666666,0.07406779661016949,0.20347712521825487,,
Focused,0.1,3,23,0.9416666666666667,0.06932203389830507,0.18946565067579582,,
Focused,0.1,3,24,0.9466666666666667,0.06932203389830507,0.19121765142218614,,
Focused,0.1,4,0,0.98,0.047966101694915254,0.27977357025358524,,
Focused,0.1,4,1,0.9716666666666667,0.05271186440677966,0.32745853879685793,,
Focused,0.1,4,2,0.9683333333333334,0.050338983050847455,0.3040772925718242,,
Focused,0.1,4,3,0.9683333333333334,0.05271186440677966,0.3197702464401098,,
Focused,0.1,4,4,0.9583333333333334,0.05508474576271186,0.3430182008871233,,
Focused,0.1,4,5,0.9566666666666667,0.05745762711864407,0.36364979661775615,,
Focused,0.1,4,6,0.9583333333333334,0.05508474576271186,0.34130321449051776,,
Focused,0.1,4,7,0.9583333333333334,0.05508474576271186,0.34350159394447116,,
Focused,0.1,4,8,0.9566666666666667,0.05745762711864407,0.3612924952062171,,
Focused,0.1,4,9,0.9616666666666667,0.05508474576271186,0.33846854393337017,,
Focused,0.1,4,10,0.955,0.05745762711864407,0.3629494987822896,,
Focused,0.1,4,11,0.9466666666666667,0.05983050847457627,0.37564825045769246,,
Focused,0.1,4,12,0.9466666666666667,0.06932203389830507,0.4432057244727537,,
Focused,0.1,4,13,0.9683333333333334,0.05271186440677966,0.3173085736172359,,
Focused,0.1,4,14,0.965,0.05271186440677966,0.32605554176812696,,
Focused,0.1,4,15,0.96,0.05508474576271186,0.3468250860779917,,
Focused,0.1,4,16,0.9366666666666666,0.07169491525423728,0.4717400972602909,,
Focused,0.1,4,17,0.9533333333333334,0.05745762711864407,0.34824340477748544,,
Focused,0.1,4,18,0.9416666666666667,0.06932203389830507,0.4468313628649522,,
Focused,0.1,4,19,0.95,0.06220338983050847,0.3902026382318934,,
Focused,0.1,4,20,0.9583333333333334,0.05508474576271186,0.33948809823915044,,
Focused,0.1,4,21,0.9633333333333334,0.05271186440677966,0.32083490186548064,,
Focused,0.1,4,22,0.945,0.06457627118644067,0.4106699024418387,,
Focused,0.1,4,23,0.9416666666666667,0.06220338983050847,0.3914860587634227,,
Focused,0.1,4,24,0.9683333333333334,0.05271186440677966,0.32649461372172767,,
Focused,0.1,5,0,0.9383333333333334,0.06220338983050847,0.189257375920604,,
Focused,0.1,5,1,0.9366666666666666,0.06220338983050847,0.18702641543708226,,
Focused,0.1,5,2,0.9316666666666666,0.06457627118644067,0.19434563939551364,,
Focused,0.1,5,3,0.9183333333333333,0.07169491525423728,0.21696721419273052,,
Focused,0.1,5,4,0.9533333333333334,0.05508474576271186,0.1671394381011886,,
Focused,0.1,5,5,0.935,0.06220338983050847,0.18777903374433852,,
Focused,0.1,5,6,0.9416666666666667,0.05983050847457627,0.180077957180356,,
Focused,0.1,5,7,0.955,0.05508474576271186,0.16682903622145567,,
Focused,0.1,5,8,0.915,0.07406779661016949,0.22511660990050122,,
Focused,0.1,5,9,0.92,0.07169491525423728,0.2176014287643636,,
Focused,0.1,5,10,0.9566666666666667,0.05508474576271186,0.16499158962821733,,
Focused,0.1,5,11,0.9566666666666667,0.05271186440677966,0.1591974737157876,,
Focused,0.1,5,12,0.9683333333333334,0.047966101694915254,0.14268356244114866,,
Focused,0.1,5,13,0.9316666666666666,0.06220338983050847,0.18655038141742694,,
Focused,0.1,5,14,0.9333333333333333,0.06457627118644067,0.1931507152329502,,
Focused,0.1,5,15,0.9566666666666667,0.05271186440677966,0.15822664383231141,,
Focused,0.1,5,16,0.9533333333333334,0.05508474576271186,0.1659887184051798,,
Focused,0.1,5,17,0.95,0.05508474576271186,0.16539593775480513,,
Focused,0.1,5,18,0.9383333333333334,0.06220338983050847,0.18657513636077583,,
Focused,0.1,5,19,0.9533333333333334,0.05508474576271186,0.16599524051906248,,
Focused,0.1,5,20,0.9366666666666666,0.06457627118644067,0.19347411991801264,,
Focused,0.1,5,21,0.9416666666666667,0.05745762711864407,0.1736814331175139,,
Focused,0.1,5,22,0.9566666666666667,0.05508474576271186,0.16521592883805677,,
Focused,0.1,5,23,0.9516666666666667,0.05508474576271186,0.16536650552649398,,
Focused,0.1,5,24,0.965,0.050338983050847455,0.15239543075851858,,
Focused,0.1,6,0,0.9716666666666667,0.040847457627118645,0.12237850671996618,,
Focused,0.1,6,1,0.9566666666666667,0.050338983050847455,0.15511059549755354,,
Focused,0.1,6,2,0.9783333333333334,0.03610169491525424,0.1067837845556186,,
Focused,0.1,6,3,0.9683333333333334,0.043220338983050846,0.13123737821373332,,
Focused,0.1,6,4,0.9466666666666667,0.05745762711864407,0.17823832844006132,,
Focused,0.1,6,5,0.93,0.06694915254237288,0.21379981176639887,,
Focused,0.1,6,6,0.9533333333333334,0.050338983050847455,0.15536739655478182,,
Focused,0.1,6,7,0.93,0.06932203389830507,0.22306067441547592,,
Focused,0.1,6,8,0.9466666666666667,0.05271186440677966,0.16134829625152,,
Focused,0.1,6,9,0.9533333333333334,0.050338983050847455,0.1556398588892831,,
Focused,0.1,6,10,0.9433333333333334,0.05983050847457627,0.18842176730843743,,
Focused,0.1,6,11,0.945,0.05745762711864407,0.1787128270443827,,
Focused,0.1,6,12,0.95,0.05508474576271186,0.1707967375562171,,
Focused,0.1,6,13,0.945,0.05745762711864407,0.17857101343851425,,
Focused,0.1,6,14,0.94,0.06220338983050847,0.19799693247658923,,
Focused,0.1,6,15,0.9433333333333334,0.05745762711864407,0.1799225751782489,,
Focused,0.1,6,16,0.9416666666666667,0.05745762711864407,0.17990725796802085,,
Focused,0.1,6,17,0.9516666666666667,0.05271186440677966,0.16355135566823434,,
Focused,0.1,6,18,0.9466666666666667,0.05745762711864407,0.1800680951023756,,
Focused,0.1,6,19,0.94,0.05983050847457627,0.18888776174064334,,
Focused,0.1,6,20,0.9283333333333333,0.06932203389830507,0.22495517437290388,,
Focused,0.1,6,21,0.9566666666666667,0.047966101694915254,0.14610296279605214,,
Focused,0.1,6,22,0.9483333333333334,0.05271186440677966,0.1623418634867564,,
Focused,0.1,6,23,0.9483333333333334,0.05271186440677966,0.16370760498749704,,
Focused,0.1,6,24,0.96,0.047966101694915254,0.14781280757991563,,
Fused,0.1,1,0,0.9283333333333333,0.0811864406779661,0.21743979152637963,1.0,0.825
Fused,0.1,1,1,0.9333333333333333,0.0811864406779661,0.2146366919623153,1.0,0.825
Fused,0.1,1,2,0.9433333333333334,0.07406779661016949,0.19979784480322493,1.0,0.8216666666666667
Fused,0.1,1,3,0.935,0.07881355932203389,0.21200524182843464,1.0,0.825
Fused,0.1,1,4,0.9483333333333334,0.07406779661016949,0.1968499404475818,1.0,0.8266666666666667
Fused,0.1,1,5,0.9416666666666667,0.07881355932203389,0.2076167808158993,1.0,0.8283333333333334
Fused,0.1,1,6,0.9166666666666666,0.0859322033898305,0.23563219021945675,0.1,0.8216666666666667
Fused,0.1,1,7,0.9133333333333333,0.0859322033898305,0.22907734969802435,1.0,0.8266666666666667
Fused,0.1,1,8,0.9433333333333334,0.07644067796610168,0.20484045119316016,0.1,0.8383333333333334
Fused,0.1,1,9,0.9133333333333333,0.0859322033898305,0.23108245007800585,0.1,0.8116666666666666
Fused,0.1,1,10,0.9366666666666666,0.07644067796610168,0.20446970829620068,1.0,0.8233333333333334
Fused,0.1,1,11,0.9066666666666666,0.08830508474576271,0.23477742631905774,1.0,0.8216666666666667
Fused,0.1,1,12,0.9183333333333333,0.08355932203389829,0.22371782747822141,1.0,0.825
Fused,0.1,1,13,0.915,0.0859322033898305,0.23018748769247896,0.1,0.8133333333333334
Fused,0.1,1,14,0.9316666666666666,0.07881355932203389,0.20917412823898876,1.0,0.8233333333333334
Fused,0.1,1,15,0.9483333333333334,0.07406779661016949,0.19376389393199284,1.0,0.825
Fused,0.1,1,16,0.9116666666666666,0.08830508474576271,0.24070626746385543,1.0,0.8166666666666667
Fused,0.1,1,17,0.935,0.0811864406779661,0.217518423497688,1.0,0.8233333333333334
Fused,0.1,1,18,0.9216666666666666,0.08355932203389829,0.2238926860111445,1.0,0.815
Fused,0.1,1,19,0.9366666666666666,0.07881355932203389,0.21133192357221484,1.0,0.8333333333333334
Fused,0.1,1,20,0.93,0.0811864406779661,0.21942816336136947,1.0,0.815
Fused,0.1,1,21,0.89,0.09542372881355932,0.2656753472956598,1.0,0.805
Fused,0.1,1,22,0.9133333333333333,0.0859322033898305,0.2343128806699884,1.0,0.815
Fused,0.1,1,23,0.9316666666666666,0.07881355932203389,0.21035724484471813,1.0,0.825
Fused,0.1,1,24,0.9166666666666666,0.0859322033898305,0.2316852651474817,1.0,0.825
Fused,0.1,2,0,0.9416666666666667,0.06694915254237288,0.36734339310788167,1.0,0.815
Fused,0.1,2,1,0.9733333333333334,0.050338983050847455,0.2387570595446017,0.016666666666666666,0.7916666666666666
Fused,0.1,2,2,0.9316666666666666,0.07406779661016949,0.4102147607537543,1.0,0.8016666666666666
Fused,0.1,2,3,0.9533333333333334,0.06457627118644067,0.35627008201004184,1.0,0.8033333333333333
Fused,0.1,2,4,0.95,0.06457627118644067,0.35523487017549343,1.0,0.8016666666666666
Fused,0.1,2,5,0.94,0.06694915254237288,0.3655878463423397,0.06666666666666667,0.815
Fused,0.1,2,6,0.9616666666666667,0.06220338983050847,0.3261358504329852,1.0,0.8083333333333333
Fused,0.1,2,7,0.9283333333333333,0.06932203389830507,0.374747267003246,1.0,0.815
Fused,0.1,2,8,0.9516666666666667,0.06457627118644067,0.33933844577261413,1.0,0.8016666666666666
Fused,0.1,2,9,0.95,0.06457627118644067,0.3506288774913622,1.0,0.81
Fused,0.1,2,10,0.9633333333333334,0.05983050847457627,0.3121743223839847,1.0,0.805
Fused,0.1,2,11,0.9466666666666667,0.06457627118644067,0.34539914907644764,0.06666666666666667,0.81
Fused,0.1,2,12,0.9616666666666667,0.05983050847457627,0.3085213782281286,1.0,0.795
Fused,0.1,2,13,0.9433333333333334,0.06694915254237288,0.3555762258055806,0.016666666666666666,0.8016666666666666
Fused,0.1,2,14,0.9583333333333334,0.06220338983050847,0.32551038062735527,1.0,0.8033333333333333
Fused,0.1,2,15,0.9483333333333334,0.06457627118644067,0.3421915177447224,1.0,0.7983333333333333
Fused,0.1,2,16,0.9416666666666667,0.06457627118644067,0.3360393397574962,0.9666666666666667,0.8066666666666666
Fused,0.1,2,17,0.96,0.06220338983050847,0.3244867630857195,1.0,0.805
Fused,0.1,2,18,0.9483333333333334,0.06457627118644067,0.3427534264552646,1.0,0.805
Fused,0.1,2,19,0.9416666666666667,0.06932203389830507,0.3867230894745029,1.0,0.8116666666666666
Fused,0.1,2,20,0.935,0.07406779661016949,0.4132431274775087,1.0,0.805
Fused,0.1,2,21,0.96,0.05271186440677966,0.2566303891571166,0.016666666666666666,0.7933333333333333
Fused,0.1,2,22,0.9233333333333333,0.07644067796610168,0.44272408032334976,0.016666666666666666,0.8016666666666666
Fused,0.1,2,23,0.9533333333333334,0.06457627118644067,0.3422625511840885,1.0,0.805
Fused,0.1,2,24,0.935,0.07169491525423728,0.40224308851983004,1.0,0.7983333333333333
Fused,0.1,3,0,0.915,0.0906779661016949,0.2540890322094227,1.0,0.8016666666666666
Fused,0.1,3,1,0.925,0.08830508474576271,0.24417760940277708,1.0,0.8016666666666666
Fused,0.1,3,2,0.9483333333333334,0.07406779661016949,0.20331714811891474,1.0,0.81
Fused,0.1,3,3,0.9433333333333334,0.07644067796610168,0.20930676941277765,0.1,0.8066666666666666
Fused,0.1,3,4,0.9466666666666667,0.07406779661016949,0.20364696696125043,1.0,0.8116666666666666
Fused,0.1,3,5,0.93,0.0811864406779661,0.22824879310741872,0.1,0.805
Fused,0.1,3,6,0.9183333333333333,0.09305084745762711,0.2628756276543401,1.0,0.8016666666666666
Fused,0.1,3,7,0.9083333333333333,0.09305084745762711,0.26676460701718613,1.0,0.8016666666666666
Fused,0.1,3,8,0.935,0.0811864406779661,0.2245464495571268,1.0,0.8016666666666666
Fused,0.1,3,9,0.935,0.07881355932203389,0.22167872031965724,1.0,0.8083333333333333
Fused,0.1,3,10,0.9466666666666667,0.07644067796610168,0.21176486761557847,1.0,0.8066666666666666
Fused,0.1,3,11,0.9216666666666666,0.0859322033898305,0.23790215931654912,1.0,0.8016666666666666
Fused,0.1,3,12,0.9166666666666666,0.08355932203389829,0.23391078597989093,1.0,0.8016666666666666
Fused,0.1,3,13,0.9366666666666666,0.07881355932203389,0.21961965926719293,1.0,0.8066666666666666
Fused,0.1,3,14,0.9266666666666666,0.07881355932203389,0.21587222084712385,0.1,0.8066666666666666
Fused,0.1,3,15,0.905,0.09779661016949151,0.279243346382682,1.0,0.8016666666666666
Fused,0.1,3,16,0.9416666666666667,0.07881355932203389,0.21967743500547585,1.0,0.8083333333333333
Fused,0.1,3,17,0.9266666666666666,0.07881355932203389,0.21528648169938813,1.0,0.8033333333333333
Fused,0.1,3,18,0.93,0.0811864406779661,0.22680380839602254,0.1,0.8033333333333333
Fused,0.1,3,19,0.9383333333333334,0.07644067796610168,0.214536885227036,1.0,0.8133333333333334
Fused,0.1,3,20,0.9183333333333333,0.09305084745762711,0.2619043549299223,1.0,0.8016666666666666
Fused,0.1,3,21,0.9316666666666666,0.0811864406779661,0.22547477067942065,1.0,0.8083333333333333
Fused,0.1,3,22,0.9266666666666666,0.0859322033898305,0.23739809733670622,1.0,0.8016666666666666
Fused,0.1,3,23,0.9333333333333333,0.07644067796610168,0.21032504589219597,1.0,0.8116666666666666
Fused,0.1,3,24,0.9333333333333333,0.0811864406779661,0.22535820981087917,1.0,0.8033333333333333
Fused,0.1,4,0,0.9583333333333334,0.07406779661016949,0.47134345678081513,1.0,0.805
Fused,0.1,4,1,0.94,0.08830508474576271,0.6042939576162775,0.03333333333333333,0.8016666666666666
Fused,0.1,4,2,0.9233333333333333,0.10016949152542372,0.7043555632274909,1.0,0.8066666666666666
Fused,0.1,4,3,0.935,0.0906779661016949,0.607025995494998,1.0,0.8016666666666666
Fused,0.1,4,4,0.925,0.09542372881355932,0.6565048090122594,1.0,0.8033333333333333
Fused,0.1,4,5,0.92,0.09779661016949151,0.6847864699825534,1.0,0.805
Fused,0.1,4,6,0.9333333333333333,0.0906779661016949,0.6148564840766872,1.0,0.8033333333333333
Fused,0.1,4,7,0.915,0.10728813559322033,0.7718767582066562,1.0,0.8183333333333334
Fused,0.1,4,8,0.9,0.11677966101694914,0.8616395990654735,1.0,0.8566666666666667
Fused,0.1,4,9,0.905,0.11677966101694914,0.8515738244654527,0.03333333333333333,0.8333333333333334
Fused,0.1,4,10,0.9366666666666666,0.09305084745762711,0.6376933817160808,1.0,0.805
Fused,0.1,4,11,0.92,0.10016949152542372,0.696547096774992,1.0,0.8066666666666666
Fused,0.1,4,12,0.9266666666666666,0.09542372881355932,0.6420016180408891,1.0,0.8016666666666666
Fused,0.1,4,13,0.9416666666666667,0.0906779661016949,0.6033010009227332,1.0,0.8016666666666666
Fused,0.1,4,14,0.915,0.10728813559322033,0.7712752658525436,1.0,0.82
Fused,0.1,4,15,0.9266666666666666,0.10491525423728813,0.7571884418032772,1.0,0.8183333333333334
Fused,0.1,4,16,0.8983333333333333,0.11440677966101694,0.8430333593600569,1.0,0.85
Fused,0.1,4,17,0.92,0.10016949152542372,0.679877480763304,1.0,0.8066666666666666
Fused,0.1,4,18,0.9233333333333333,0.09542372881355932,0.6471360056463271,1.0,0.8016666666666666
Fused,0.1,4,19,0.9116666666666666,0.10491525423728813,0.7341960660473503,1.0,0.8233333333333334
Fused,0.1,4,20,0.9233333333333333,0.10254237288135593,0.7209770409640981,0.03333333333333333,0.8083333333333333
Fused,0.1,4,21,0.9216666666666666,0.09542372881355932,0.6479872938792253,0.03333333333333333,0.8066666666666666
Fused,0.1,4,22,0.9133333333333333,0.10728813559322033,0.7610509134181207,1.0,0.82
Fused,0.1,4,23,0.8966666666666666,0.11440677966101694,0.8263786585266638,1.0,0.8483333333333334
Fused,0.1,4,24,0.9466666666666667,0.07644067796610168,0.5089787298868309,1.0,0.805
Fused,0.1,5,0,0.9383333333333334,0.06220338983050847,0.189257375920604,1.0,0.8
Fused,0.1,5,1,0.9283333333333333,0.07406779661016949,0.22485641139060314,1.0,0.8016666666666666
Fused,0.1,5,2,0.9233333333333333,0.07406779661016949,0.22588983765635987,1.0,0.8016666666666666
Fused,0.1,5,3,0.9116666666666666,0.07881355932203389,0.24222101943358504,1.0,0.8016666666666666
Fused,0.1,5,4,0.9383333333333334,0.06932203389830507,0.21039688561436207,0.13333333333333333,0.8016666666666666
Fused,0.1,5,5,0.9333333333333333,0.06932203389830507,0.2095136662807251,1.0,0.8016666666666666
Fused,0.1,5,6,0.915,0.0811864406779661,0.24975112096361077,1.0,0.8016666666666666
Fused,0.1,5,7,0.9433333333333334,0.06932203389830507,0.2097811577276562,1.0,0.8016666666666666
Fused,0.1,5,8,0.905,0.08355932203389829,0.25828426021820944,1.0,0.8016666666666666
Fused,0.1,5,9,0.8966666666666666,0.0906779661016949,0.28523394678835384,1.0,0.8
Fused,0.1,5,10,0.95,0.06220338983050847,0.185974793862241,1.0,0.8016666666666666
Fused,0.1,5,11,0.9383333333333334,0.06694915254237288,0.2019168410164363,0.13333333333333333,0.8016666666666666
Fused,0.1,5,12,0.9633333333333334,0.05271186440677966,0.15773319123908153,0.13333333333333333,0.8
Fused,0.1,5,13,0.9216666666666666,0.06932203389830507,0.20797734102403168,0.13333333333333333,0.8016666666666666
Fused,0.1,5,14,0.9283333333333333,0.07169491525423728,0.21598765559379474,1.0,0.8016666666666666
Fused,0.1,5,15,0.9433333333333334,0.06220338983050847,0.18679390162203793,0.13333333333333333,0.8016666666666666
Fused,0.1,5,16,0.9466666666666667,0.06220338983050847,0.18708495650559911,1.0,0.8016666666666666
Fused,0.1,5,17,0.945,0.06457627118644067,0.1930822714023601,0.13333333333333333,0.8016666666666666
Fused,0.1,5,18,0.935,0.06694915254237288,0.2004285201679248,1.0,0.8016666666666666
Fused,0.1,5,19,0.945,0.06457627118644067,0.19394418227298402,0.13333333333333333,0.8016666666666666
Fused,0.1,5,20,0.9216666666666666,0.07881355932203389,0.24154629653387796,0.13333333333333333,0.8016666666666666
Fused,0.1,5,21,0.93,0.06932203389830507,0.20972993756305477,1.0,0.8016666666666666
Fused,0.1,5,22,0.94,0.06932203389830507,0.2077699077087947,0.13333333333333333,0.8016666666666666
Fused,0.1,5,23,0.9383333333333334,0.06694915254237288,0.20043988167168525,1.0,0.8016666666666666
Fused,0.1,5,24,0.9483333333333334,0.06220338983050847,0.1887830450276023,1.0,0.8016666666666666
Fused,0.1,6,0,0.9716666666666667,0.040847457627118645,0.12237850671996618,0.35,0.5583333333333333
Fused,0.1,6,1,0.9566666666666667,0.050338983050847455,0.15511059549755354,0.35,0.565
Fused,0.1,6,2,0.9783333333333334,0.03610169491525424,0.1067837845556186,0.0,0.5966666666666667
Fused,0.1,6,3,0.9683333333333334,0.043220338983050846,0.13123737821373332,0.35,0.5966666666666667
Fused,0.1,6,4,0.9466666666666667,0.05745762711864407,0.17823832844006132,0.0,0.6
Fused,0.1,6,5,0.93,0.06694915254237288,0.21379981176639887,0.0,0.5783333333333334
Fused,0.1,6,6,0.9533333333333334,0.050338983050847455,0.15536739655478182,0.0,0.57
Fused,0.1,6,7,0.93,0.06932203389830507,0.22306067441547592,0.0,0.6283333333333333
Fused,0.1,6,8,0.9466666666666667,0.05271186440677966,0.16134829625152,0.0,0.55
Fused,0.1,6,9,0.9533333333333334,0.050338983050847455,0.1556398588892831,0.0,0.5816666666666667
Fused,0.1,6,10,0.9433333333333334,0.05983050847457627,0.18842176730843743,0.0,0.5833333333333334
Fused,0.1,6,11,0.945,0.05745762711864407,0.1787128270443827,0.0,0.58
Fused,0.1,6,12,0.95,0.05508474576271186,0.1707967375562171,0.0,0.5716666666666667
Fused,0.1,6,13,0.945,0.05745762711864407,0.17857101343851425,0.0,0.57
Fused,0.1,6,14,0.94,0.06220338983050847,0.19799693247658923,0.0,0.5933333333333334
Fused,0.1,6,15,0.9433333333333334,0.05745762711864407,0.1799225751782489,0.35,0.5783333333333334
Fused,0.1,6,16,0.9416666666666667,0.05745762711864407,0.17990725796802085,0.35,0.5766666666666667
Fused,0.1,6,17,0.9516666666666667,0.05271186440677966,0.16355135566823434,0.0,0.575
Fused,0.1,6,18,0.9466666666666667,0.05745762711864407,0.1800680951023756,0.0,0.5983333333333334
Fused,0.1,6,19,0.94,0.05983050847457627,0.18888776174064334,0.0,0.5983333333333334
Fused,0.1,6,20,0.9283333333333333,0.06932203389830507,0.22495517437290388,0.0,0.62
Fused,0.1,6,21,0.9566666666666667,0.047966101694915254,0.14610296279605214,0.0,0.5433333333333333
Fused,0.1,6,22,0.9483333333333334,0.05271186440677966,0.1623418634867564,0.0,0.5666666666666667
Fused,0.1,6,23,0.9483333333333334,0.05271186440677966,0.16370760498749704,0.0,0.6016666666666667
Fused,0.1,6,24,0.96,0.047966101694915254,0.14781280757991563,0.0,0.5733333333333334
Naive,0.1,1,0,0.9433333333333334,0.06220338983050847,0.1649757698794618,,
Naive,0.1,1,1,0.9716666666666667,0.045593220338983054,0.11881676204924067,,
Naive,0.1,1,2,0.965,0.050338983050847455,0.13436491706236958,,
Naive,0.1,1,3,0.9633333333333334,0.050338983050847455,0.13352292382172343,,
Naive,0.1,1,4,0.9733333333333334,0.050338983050847455,0.13240826700322988,,
Naive,0.1,1,5,0.96,0.05271186440677966,0.13707574879790785,,
Naive,0.1,1,6,0.945,0.06220338983050847,0.16815323259458922,,
Naive,0.1,1,7,0.9433333333333334,0.06220338983050847,0.1634631480797736,,
Naive,0.1,1,8,0.965,0.050338983050847455,0.13344653972138837,,
Naive,0.1,1,9,0.9533333333333334,0.05508474576271186,0.14493133907095107,,
Naive,0.1,1,10,0.9816666666666667,0.040847457627118645,0.1083445604204081,,
Naive,0.1,1,11,0.9533333333333334,0.05508474576271186,0.14310821555772635,,
Naive,0.1,1,12,0.95,0.05745762711864407,0.15136049716167924,,
