Method,Target Alpha,Setting,Run,Coverage,A_hat,LPB,Include Proportion
Focused,0.1,3,1,0.895,0.07288135593220339,0.20738491352878072,
Focused,0.1,3,2,0.9,0.07288135593220339,0.20138001013577658,
Focused,0.1,3,3,0.895,0.07288135593220339,0.20940855119221613,
Focused,0.1,3,4,0.895,0.06847457627118644,0.20353509139185316,
Focused,0.1,3,5,0.895,0.07067796610169491,0.20001020537807215,
Focused,0.1,3,6,0.89,0.07288135593220339,0.20995161316294148,
Focused,0.1,3,7,0.89,0.06847457627118644,0.20044616757028955,
Focused,0.1,3,8,0.9,0.07288135593220339,0.20844126619884393,
Focused,0.1,3,9,0.895,0.07288135593220339,0.20360200998707773,
Focused,0.1,3,10,0.895,0.07508474576271186,0.20686970414911093,
Focused,0.1,3,11,0.895,0.07288135593220339,0.20820600262789263,
Focused,0.1,3,12,0.895,0.07288135593220339,0.20827257483244477,
Focused,0.1,3,13,0.9,0.07288135593220339,0.20910373048731828,
Focused,0.1,3,14,0.895,0.07288135593220339,0.20213989804984916,
Focused,0.1,3,15,0.9,0.07288135593220339,0.20765612356998062,
Focused,0.1,3,16,0.895,0.07288135593220339,0.20349209145352837,
Focused,0.1,3,17,0.895,0.06847457627118644,0.20616199809989566,
Focused,0.1,3,18,0.905,0.06627118644067796,0.20186610337734245,
Focused,0.1,3,19,0.89,0.07067796610169491,0.20656109474285794,
Focused,0.1,4,0,0.995,0.022203389830508475,0.505570574867353,
Focused,0.1,4,1,0.99,0.022203389830508475,0.5347063890534741,
Focused,0.1,4,2,0.995,0.02,0.5151559202276963,
Focused,0.1,4,3,0.995,0.022203389830508475,0.5000946409250098,
Focused,0.1,4,4,0.995,0.022203389830508475,0.5219523524713705,
Focused,0.1,4,5,0.99,0.02,0.5195091682373176,
Focused,0.1,4,6,0.995,0.022203389830508475,0.4977598301388218,
Focused,0.1,4,7,0.995,0.022203389830508475,0.5095626602734771,
Focused,0.1,4,8,0.995,0.022203389830508475,0.486055936402051,
Focused,0.1,4,9,0.995,0.02,0.5046951159439207,
Focused,0.1,4,10,0.995,0.022203389830508475,0.48651350678573274,
Focused,0.1,4,11,0.995,0.022203389830508475,0.48909486008883024,
Focused,0.1,4,12,0.995,0.022203389830508475,0.5181588449142098,
Focused,0.1,4,13,0.995,0.022203389830508475,0.5079086000679478,
Focused,0.1,4,14,0.995,0.022203389830508475,0.49804461122912913,
Focused,0.1,4,15,0.995,0.022203389830508475,0.49312538911779413,
Focused,0.1,4,16,0.995,0.022203389830508475,0.4821968323414692,
Focused,0.1,4,17,0.995,0.022203389830508475,0.5115600349188439,
Focused,0.1,4,18,0.995,0.022203389830508475,0.4738749365565954,
Focused,0.1,4,19,0.995,0.022203389830508475,0.5224266967006962,
Focused,0.1,5,0,0.96,0.03983050847457627,0.05882297231905621,
Focused,0.1,5,1,0.955,0.04203389830508475,0.06058376127588581,
Focused,0.1,5,2,0.96,0.03983050847457627,0.0591357008150537,
Focused,0.1,5,3,0.96,0.0376271186440678,0.057232024047020935,
Focused,0.1,5,4,0.96,0.03983050847457627,0.057400879394081936,
Focused,0.1,5,5,0.96,0.03983050847457627,0.059593693522955855,
Focused,0.1,5,6,0.96,0.03983050847457627,0.05862292110352593,
Focused,0.1,5,7,0.96,0.03983050847457627,0.05790604610086813,
Focused,0.1,5,8,0.955,0.04203389830508475,0.059959602889593275,
Focused,0.1,5,9,0.955,0.04203389830508475,0.05891561020718284,
Focused,0.1,5,10,0.96,0.03983050847457627,0.059286020533711244,
Focused,0.1,5,11,0.96,0.03983050847457627,0.056982221901689875,
Focused,0.1,5,12,0.96,0.0376271186440678,0.0553988059125184,
Focused,0.1,5,13,0.96,0.0376271186440678,0.05718753414220245,
Focused,0.1,5,14,0.96,0.03983050847457627,0.06393483286187537,
Focused,0.1,5,15,0.96,0.03983050847457627,0.06331456202308287,
Focused,0.1,5,16,0.96,0.03983050847457627,0.059191747736350955,
Focused,0.1,5,17,0.96,0.0376271186440678,0.05698502041510225,
Focused,0.1,5,18,0.96,0.0376271186440678,0.05670793627289493,
Focused,0.1,5,19,0.96,0.0376271186440678,0.056734026341071074,
Focused,0.1,6,0,0.955,0.048644067796610166,0.1457546513332075,
Focused,0.1,6,1,0.955,0.048644067796610166,0.14590044715433326,
Focused,0.1,6,2,0.955,0.048644067796610166,0.1452139472715314,
Focused,0.1,6,3,0.955,0.048644067796610166,0.1460598383653832,
Focused,0.1,6,4,0.955,0.048644067796610166,0.14618713909000644,
Focused,0.1,6,5,0.955,0.048644067796610166,0.1459490221353506,
Focused,0.1,6,6,0.955,0.048644067796610166,0.1458004474540586,
Focused,0.1,6,7,0.955,0.048644067796610166,0.1486226870242351,
Focused,0.1,6,8,0.96,0.048644067796610166,0.14502901115392214,
Focused,0.1,6,9,0.955,0.05084745762711865,0.15411043281601128,
Focused,0.1,6,10,0.955,0.048644067796610166,0.1454234168619156,
Focused,0.1,6,11,0.955,0.048644067796610166,0.14597478388610566,
Focused,0.1,6,12,0.955,0.048644067796610166,0.1463255117886676,
Focused,0.1,6,13,0.955,0.048644067796610166,0.14629773883690741,
Focused,0.1,6,14,0.955,0.048644067796610166,0.14589657450729818,
Focused,0.1,6,15,0.955,0.048644067796610166,0.14561956138330776,
Focused,0.1,6,16,0.955,0.048644067796610166,0.14662192782439887,
Focused,0.1,6,17,0.955,0.05084745762711865,0.1539256231772702,
Focused,0.1,6,18,0.955,0.05084745762711865,0.15413774646462233,
Focused,0.1,6,19,0.955,0.05084745762711865,0.15368755413231255,
Fused,0.1,1,0,0.975,0.02440677966101695,0.4542869645029713,0.0
Fused,0.1,1,1,0.975,0.02,0.37582020275642364,0.0
Fused,0.1,1,2,0.975,0.02440677966101695,0.4542284831730561,0.0
Fused,0.1,1,3,0.975,0.02440677966101695,0.45432548328270755,0.0
Fused,0.1,1,4,0.975,0.02440677966101695,0.45413858416362657,0.0
Fused,0.1,1,5,0.975,0.02440677966101695,0.45423205756994606,0.0
Fused,0.1,1,6,0.975,0.02440677966101695,0.45428353083179174,0.0
Fused,0.1,1,7,0.975,0.02440677966101695,0.454482487173721,0.0
Fused,0.1,1,8,0.975,0.02440677966101695,0.45426996768310035,0.0
Fused,0.1,1,9,0.975,0.026610169491525424,0.48223949003545996,0.0
Fused,0.1,1,10,0.975,0.026610169491525424,0.48153345806976333,0.0
Fused,0.1,1,11,0.975,0.02440677966101695,0.45417459835153307,0.0
Fused,0.1,1,12,0.975,0.02440677966101695,0.4538597164144332,0.0
Fused,0.1,1,13,0.975,0.02440677966101695,0.4543445982165604,0.0
Fused,0.1,1,14,0.975,0.02440677966101695,0.45435369811815546,0.0
Fused,0.1,1,15,0.975,0.02440677966101695,0.4534200534604694,0.0
Fused,0.1,1,16,0.975,0.026610169491525424,0.480998240381474,0.0
Fused,0.1,1,17,0.975,0.02440677966101695,0.4544491038504283,0.0
Fused,0.1,1,18,0.97,0.0288135593220339,0.5052936514359466,0.0
Fused,0.1,1,19,0.975,0.02440677966101695,0.4541955140383799,0.0
Fused,0.1,2,0,0.905,0.06627118644067796,0.12832621430928928,1.0
Fused,0.1,2,1,0.925,0.059661016949152545,0.12660385909088967,1.0
Fused,0.1,2,2,0.925,0.06186440677966101,0.12930722317268756,1.0
Fused,0.1,2,3,0.92,0.06186440677966101,0.11817334335503997,1.0
Fused,0.1,2,4,0.925,0.053050847457627115,0.1224448126004987,0.05
Fused,0.1,2,5,0.915,0.06186440677966101,0.12035974929832043,1.0
Fused,0.1,2,6,0.925,0.057457627118644064,0.12353069939733731,0.08333333333333333
Fused,0.1,2,7,0.925,0.06186440677966101,0.12875461358437296,1.0
Fused,0.1,2,8,0.925,0.057457627118644064,0.12313190288090045,0.1
Fused,0.1,2,9,0.925,0.059661016949152545,0.12653846576747582,1.0
Fused,0.1,2,10,0.925,0.06186440677966101,0.12938158849633627,1.0
Fused,0.1,2,11,0.925,0.059661016949152545,0.12646952335003558,1.0
Fused,0.1,2,12,0.925,0.059661016949152545,0.12671728775503885,1.0
Fused,0.1,2,13,0.925,0.059661016949152545,0.12634353870143625,1.0
Fused,0.1,2,14,0.925,0.06186440677966101,0.12690102036173806,1.0
Fused,0.1,2,15,0.925,0.06186440677966101,0.1289882947528139,1.0
Fused,0.1,2,16,0.925,0.059661016949152545,0.12659065641034956,1.0
Fused,0.1,2,17,0.925,0.055254237288135596,0.11907501103157635,1.0
Fused,0.1,2,18,0.925,0.059661016949152545,0.1264334447143755,1.0
Fused,0.1,2,19,0.905,0.06627118644067796,0.12892691689417127,1.0
Fused,0.1,3,0,0.895,0.07288135593220339,0.20898308200751856,0.0
Fused,0.1,3,1,0.895,0.07288135593220339,0.20738491352878072,0.0
Fused,0.1,3,2,0.9,0.07288135593220339,0.20138001013577658,0.0
Fused,0.1,3,3,0.895,0.07288135593220339,0.20940855119221613,0.0
Fused,0.1,3,4,0.895,0.06847457627118644,0.20353509139185316,0.0
Fused,0.1,3,5,0.895,0.07067796610169491,0.20001020537807215,0.0
Fused,0.1,3,6,0.89,0.07288135593220339,0.20995161316294148,0.0
Fused,0.1,3,7,0.89,0.06847457627118644,0.20044616757028955,0.0
Fused,0.1,3,8,0.9,0.07288135593220339,0.20844126619884393,0.0
Fused,0.1,3,9,0.895,0.07288135593220339,0.20360200998707773,0.0
Fused,0.1,3,10,0.895,0.07508474576271186,0.20686970414911093,0.0
Fused,0.1,3,11,0.895,0.07288135593220339,0.20820600262789263,0.0
Fused,0.1,3,12,0.895,0.07288135593220339,0.20827257483244477,0.0
Fused,0.1,3,13,0.9,0.07288135593220339,0.20910373048731828,0.0
Fused,0.1,3,14,0.895,0.07288135593220339,0.20213989804984916,0.0
Fused,0.1,3,15,0.9,0.07288135593220339,0.20765612356998062,0.0
Fused,0.1,3,16,0.895,0.07288135593220339,0.20349209145352837,0.0
Fused,0.1,3,17,0.895,0.06847457627118644,0.20616199809989566,0.0
Fused,0.1,3,18,0.905,0.06627118644067796,0.20186610337734245,0.0
Fused,0.1,3,19,0.89,0.07067796610169491,0.20656109474285794,0.0
Fused,0.1,4,0,0.995,0.022203389830508475,0.505570574867353,0.0
Fused,0.1,4,1,0.99,0.022203389830508475,0.5347063890534741,0.0
Fused,0.1,4,2,0.995,0.02,0.5151559202276963,0.0
Fused,0.1,4,3,0.995,0.022203389830508475,0.5000946409250098,0.0
Fused,0.1,4,4,0.995,0.022203389830508475,0.5219523524713705,0.0
Fused,0.1,4,5,0.99,0.02,0.5195091682373176,0.0
Fused,0.1,4,6,0.995,0.022203389830508475,0.4977598301388218,0.0
Fused,0.1,4,7,0.995,0.022203389830508475,0.5095626602734771,0.0
Fused,0.1,4,8,0.995,0.022203389830508475,0.486055936402051,0.0
Fused,0.1,4,9,0.995,0.02,0.5046951159439207,0.0
Fused,0.1,4,10,0.995,0.022203389830508475,0.48651350678573274,0.0
Fused,0.1,4,11,0.995,0.022203389830508475,0.48909486008883024,0.0
Fused,0.1,4,12,0.995,0.022203389830508475,0.5181588449142098,0.0
Fused,0.1,4,13,0.995,0.022203389830508475,0.5079086000679478,0.0
Fused,0.1,4,14,0.995,0.022203389830508475,0.49804461122912913,0.0
Fused,0.1,4,15,0.995,0.022203389830508475,0.49312538911779413,0.0
Fused,0.1,4,16,0.995,0.022203389830508475,0.4821968323414692,0.0
Fused,0.1,4,17,0.995,0.022203389830508475,0.5115600349188439,0.0
Fused,0.1,4,18,0.995,0.022203389830508475,0.4738749365565954,0.0
Fused,0.1,4,19,0.995,0.022203389830508475,0.5224266967006962,0.0
Fused,0.1,5,0,0.945,0.08830508474576272,0.15085683627146335,0.8833333333333333
Fused,0.1,5,1,0.94,0.08830508474576272,0.14626291245298298,0.8166666666666667
Fused,0.1,5,2,0.945,0.08830508474576272,0.1526995776515666,0.9166666666666666
Fused,0.1,5,3,0.945,0.08610169491525424,0.1503660351758748,1.0
Fused,0.1,5,4,0.94,0.08830508474576272,0.14496269083656965,0.8166666666666667
Fused,0.1,5,5,0.945,0.08830508474576272,0.15410409305920753,0.9
Fused,0.1,5,6,0.945,0.09050847457627119,0.15465966760930827,1.0
Fused,0.1,5,7,0.94,0.08830508474576272,0.14667074816622244,0.8333333333333334
Fused,0.1,5,8,0.94,0.08830508474576272,0.14302671129655936,0.8166666666666667
Fused,0.1,5,9,0.94,0.09050847457627119,0.14415509096657583,1.0
Fused,0.1,5,10,0.945,0.08830508474576272,0.15287780329375966,0.9166666666666666
Fused,0.1,5,11,0.945,0.08610169491525424,0.1380374382689968,1.0
Fused,0.1,5,12,0.94,0.09050847457627119,0.1534913363914516,1.0
Fused,0.1,5,13,0.945,0.08610169491525424,0.15058518924985967,1.0
Fused,0.1,5,14,0.945,0.08610169491525424,0.16186570170619105,1.0
Fused,0.1,5,15,0.945,0.08389830508474576,0.15459582103027789,1.0
Fused,0.1,5,16,0.945,0.08830508474576272,0.15201117939336709,0.9166666666666666
Fused,0.1,5,17,0.945,0.08610169491525424,0.15043608392085303,1.0
Fused,0.1,5,18,0.945,0.08830508474576272,0.15346978415699108,0.9166666666666666
Fused,0.1,5,19,0.945,0.08830508474576272,0.15429968495419666,0.9
Fused,0.1,6,0,0.925,0.10152542372881355,0.29018714271513013,1.0
Fused,0.1,6,1,0.925,0.09932203389830509,0.2840127837147406,1.0
Fused,0.1,6,2,0.925,0.10152542372881355,0.2890271986384421,1.0
Fused,0.1,6,3,0.925,0.10152542372881355,0.2900939136013371,1.0
Fused,0.1,6,4,0.925,0.09932203389830509,0.28553463707120014,1.0
Fused,0.1,6,5,0.925,0.09932203389830509,0.2846924416080415,1.0
Fused,0.1,6,6,0.925,0.09932203389830509,0.285156769864197,1.0
Fused,0.1,6,7,0.93,0.09491525423728814,0.27851102370152864,1.0
Fused,0.1,6,8,0.925,0.10152542372881355,0.28660657730801353,1.0
Fused,0.1,6,9,0.925,0.10152542372881355,0.2907789716886687,1.0
Fused,0.1,6,10,0.925,0.09932203389830509,0.28332179698871146,1.0
Fused,0.1,6,11,0.925,0.10152542372881355,0.2893987064898748,1.0
Fused,0.1,6,12,0.925,0.09932203389830509,0.2857511068111103,1.0
Fused,0.1,6,13,0.925,0.09932203389830509,0.28420075852781657,1.0
Fused,0.1,6,14,0.925,0.09932203389830509,0.2840366369618294,1.0
Fused,0.1,6,15,0.925,0.09932203389830509,0.2831011794111482,1.0
Fused,0.1,6,16,0.925,0.09932203389830509,0.28602994358516015,1.0
Fused,0.1,6,17,0.925,0.09711864406779662,0.27976656625180724,1.0
Fused,0.1,6,18,0.925,0.09932203389830509,0.2856961614553101,1.0
Fused,0.1,6,19,0.925,0.10152542372881355,0.2898329475601818,1.0
Naive,0.1,1,0,0.975,0.02,0.4006487161679888,
Naive,0.1,1,1,0.975,0.02,0.37582020275642364,
Naive,0.1,1,2,0.975,0.02,0.40063765982106914,
Naive,0.1,1,3,0.975,0.02,0.40085795264830615,
Naive,0.1,1,4,0.975,0.02,0.4007430096394566,
Naive,0.1,1,5,0.975,0.02,0.40057305340614285,
Naive,0.1,1,6,0.975,0.02,0.40111634582763556,
Naive,0.1,1,7,0.975,0.02,0.4009172732501002,
Naive,0.1,1,8,0.975,0.02,0.400783125838154,
Naive,0.1,1,9,0.98,0.02,0.409367523378065,
Naive,0.1,1,10,0.98,0.02,0.408027605285785,
Naive,0.1,1,11,0.975,0.02,0.40078656811807,
Naive,0.1,1,12,0.975,0.02,0.4002693505631821,
Naive,0.1,1,13,0.975,0.02,0.40058850826984327,
Naive,0.1,1,14,0.975,0.02,0.400464796030475,
Naive,0.1,1,15,0.975,0.02,0.3991435444638216,
Naive,0.1,1,16,0.98,0.02,0.40815060187467966,
Naive,0.1,1,17,0.975,0.02,0.40075185263681745,
Naive,0.1,1,18,0.98,0.02,0.41073656541383924,
Naive,0.1,1,19,0.975,0.02,0.40045088602481216,
Naive,0.1,2,0,0.91,0.0640677966101695,0.1245697140856224,
Naive,0.1,2,1,0.96,0.031016949152542373,0.0630444035895432,
Naive,0.1,2,2,0.96,0.03322033898305085,0.06729368902756455,
Naive,0.1,2,3,0.935,0.053050847457627115,0.09885991023507898,
Naive,0.1,2,4,0.97,0.026610169491525424,0.05867701006292957,
Naive,0.1,2,5,0.915,0.06186440677966101,0.12035974929832043,
Naive,0.1,2,6,0.96,0.031016949152542373,0.06386373110277849,
Naive,0.1,2,7,0.96,0.03322033898305085,0.06673098095367253,
Naive,0.1,2,8,0.96,0.031016949152542373,0.06363267134477174,
Naive,0.1,2,9,0.96,0.031016949152542373,0.06306212939806845,
Naive,0.1,2,10,0.96,0.03322033898305085,0.06731458332119647,
Naive,0.1,2,11,0.96,0.031016949152542373,0.0630735366154114,
Naive,0.1,2,12,0.96,0.031016949152542373,0.06322335915260978,
Naive,0.1,2,13,0.96,0.031016949152542373,0.06298901793223015,
Naive,0.1,2,14,0.955,0.03542372881355932,0.0708683259035846,
Naive,0.1,2,15,0.96,0.03322033898305085,0.06716595484210186,
Naive,0.1,2,16,0.96,0.031016949152542373,0.06313509129690997,
Naive,0.1,2,17,0.96,0.031016949152542373,0.06403925584545457,
Naive,0.1,2,18,0.955,0.03322033898305085,0.06800236950171716,
Naive,0.1,2,19,0.915,0.059661016949152545,0.11630842304614149,
Naive,0.1,3,0,0.97,0.02,0.07985040599590815,
Naive,0.1,3,1,0.97,0.022203389830508475,0.08384747522024223,
Naive,0.1,3,2,0.97,0.02440677966101695,0.0866186178000821,
Naive,0.1,3,3,0.97,0.02,0.07980269168697715,
Naive,0.1,3,4,0.97,0.02,0.08092988772746916,
Naive,0.1,3,5,0.97,0.022203389830508475,0.0833243165655382,
Naive,0.1,3,6,0.97,0.02,0.07994343647260851,
Naive,0.1,3,7,0.97,0.02,0.08020088642626165,
Naive,0.1,3,8,0.97,0.022203389830508475,0.08404719132155389,
Naive,0.1,3,9,0.97,0.02440677966101695,0.087020142680011,
Naive,0.1,3,10,0.97,0.02440677966101695,0.08664445085772915,
Naive,0.1,3,11,0.97,0.02,0.07963197992703926,
Naive,0.1,3,12,0.97,0.02,0.0797370082090191,
Naive,0.1,3,13,0.97,0.02,0.07973922349859824,
Naive,0.1,3,14,0.97,0.02440677966101695,0.08675683816617141,
Naive,0.1,3,15,0.97,0.022203389830508475,0.08392855125738344,
Naive,0.1,3,16,0.97,0.02440677966101695,0.08717482593918496,
Naive,0.1,3,17,0.97,0.02,0.08134505180609782,
Naive,0.1,3,18,0.97,0.02,0.0820924867748963,
Naive,0.1,3,19,0.97,0.02,0.08026331556468684,
Naive,0.1,4,0,0.995,0.02,0.47248389381854383,
Naive,0.1,4,1,0.995,0.02,0.49015046839279164,
Naive,0.1,4,2,0.995,0.02,0.5151559202276963,
Naive,0.1,4,3,0.995,0.02,0.46826645375166964,
Naive,0.1,4,4,0.995,0.02,0.4821450415926479,
Naive,0.1,4,5,0.99,0.02,0.5195091682373176,
Naive,0.1,4,6,0.995,0.02,0.46642104534696627,
Naive,0.1,4,7,0.995,0.02,0.47529790220313667,
Naive,0.1,4,8,0.995,0.02,0.4528194484696845,
Naive,0.1,4,9,0.995,0.02,0.5046951159439207,
Naive,0.1,4,10,0.995,0.02,0.4538996109712356,
Naive,0.1,4,11,0.995,0.02,0.45644052780816785,
Naive,0.1,4,12,0.995,0.02,0.48047134460547736,
Naive,0.1,4,13,0.995,0.02,0.47310135303083173,
Naive,0.1,4,14,0.995,0.02,0.4654038500413632,
Naive,0.1,4,15,0.995,0.02,0.46049779304394484,
Naive,0.1,4,16,0.995,0.02,0.45095256980077425,
Naive,0.1,4,17,0.995,0.02,0.4744622840186453,
Naive,0.1,4,18,0.995,0.02,0.4421857546542246,
Naive,0.1,4,19,0.995,0.02,0.4818556009821417,
Naive,0.1,5,0,0.945,0.08830508474576272,0.15085683627146335,
Naive,0.1,5,1,0.94,0.08830508474576272,0.14626291245298298,
Naive,0.1,5,2,0.945,0.08830508474576272,0.1526995776515666,
Naive,0.1,5,3,0.945,0.08610169491525424,0.1503660351758748,
Naive,0.1,5,4,0.94,0.08830508474576272,0.14496269083656965,
Naive,0.1,5,5,0.945,0.08830508474576272,0.15410409305920753,
Naive,0.1,5,6,0.945,0.09050847457627119,0.15465966760930827,
Naive,0.1,5,7,0.94,0.08830508474576272,0.14667074816622244,
Naive,0.1,5,8,0.94,0.08830508474576272,0.14302671129655936,
Naive,0.1,5,9,0.94,0.09050847457627119,0.14415509096657583,
Naive,0.1,5,10,0.945,0.08830508474576272,0.15287780329375966,
Naive,0.1,5,11,0.945,0.08610169491525424,0.1380374382689968,
Naive,0.1,5,12,0.94,0.09050847457627119,0.1534913363914516,
Naive,0.1,5,13,0.945,0.08610169491525424,0.15058518924985967,
Naive,0.1,5,14,0.945,0.08610169491525424,0.16186570170619105,
Naive,0.1,5,15,0.945,0.08389830508474576,0.15459582103027789,
Naive,0.1,5,16,0.945,0.08830508474576272,0.15201117939336709,
Naive,0.1,5,17,0.945,0.08610169491525424,0.15043608392085303,
Naive,0.1,5,18,0.945,0.08830508474576272,0.15346978415699108,
Naive,0.1,5,19,0.945,0.08830508474576272,0.15429968495419666,
Naive,0.1,6,0,0.97,0.03542372881355932,0.10705269246010034,
Naive,0.1,6,1,0.97,0.03542372881355932,0.10667942101117862,
Naive,0.1,6,2,0.97,0.03542372881355932,0.1065989907108053,
Naive,0.1,6,3,0.97,0.03542372881355932,0.10716878218489148,
Naive,0.1,6,4,0.97,0.03542372881355932,0.10692423378002816,
Naive,0.1,6,5,0.97,0.03542372881355932,0.10707236518095221,
Naive,0.1,6,6,0.97,0.03542372881355932,0.1067719986801661,
Naive,0.1,6,7,0.96,0.03983050847457627,0.12190782749964445,
Naive,0.1,6,8,0.97,0.03322033898305085,0.10232996095383527,
Naive,0.1,6,9,0.97,0.03322033898305085,0.10195708573258756,
Naive,0.1,6,10,0.97,0.03542372881355932,0.10659195524984748,
Naive,0.1,6,11,0.97,0.03542372881355932,0.10678590649888176,
Naive,0.1,6,12,0.97,0.03542372881355932,0.10716513642039951,
Naive,0.1,6,13,0.97,0.03542372881355932,0.1072259341294248,
Naive,0.1,6,14,0.97,0.03542372881355932,0.10692098328395253,
Naive,0.1,6,15,0.97,0.03542372881355932,0.10650239073373445,
Naive,0.1,6,16,0.97,0.03542372881355932,0.10695030276183962,
Naive,0.1,6,17,0.97,0.03542372881355932,0.1070259564886184,
Naive,0.1,6,18,0.97,0.03542372881355932,0.1075041806562714,
Naive,0.1,6,19,0.97,0.03542372881355932,0.10648982918947521,
CSD,0.1,1,0,0.855,,1.1079324567610842,
CSD,0.1,1,1,0.855,,1.0785671844831708,
CSD,0.1,1,2,0.855,,1.1051225206517516,
CSD,0.1,1,3,0.855,,1.1105374165231807,
CSD,0.1,1,4,0.855,,1.1078122135602149,
CSD,0.1,1,5,0.855,,1.1086474179335513,
CSD,0.1,1,6,0.855,,1.1078263237533967,
CSD,0.1,1,7,0.855,,1.1095155324197952,
CSD,0.1,1,8,0.855,,1.1072438722790197,
CSD,0.1,1,9,0.855,,1.1171687692425052,
CSD,0.1,1,10,0.855,,1.1175832433924844,
CSD,0.1,1,11,0.855,,1.1074005520871324,
CSD,0.1,1,12,0.855,,1.109215410783068,
CSD,0.1,1,13,0.855,,1.1097494491088329,
CSD,0.1,1,14,0.855,,1.1038199388598218,
CSD,0.1,1,15,0.855,,1.1072295001322308,
CSD,0.1,1,16,0.855,,1.1167814854549696,
CSD,0.1,1,17,0.855,,1.1032825826191175,
CSD,0.1,1,18,0.855,,1.1188400977431507,
CSD,0.1,1,19,0.855,,1.1075917175161925,
CSD,0.1,2,0,0.905,,0.16384088900929725,
CSD,0.1,2,1,0.895,,0.18641334573967666,
CSD,0.1,2,2,0.895,,0.18536534313185776,
CSD,0.1,2,3,0.905,,0.16909988488284122,
CSD,0.1,2,4,0.895,,0.18796226050564951,
CSD,0.1,2,5,0.905,,0.16167783632553245,
CSD,0.1,2,6,0.895,,0.18697161080037286,
CSD,0.1,2,7,0.895,,0.18351864422682926,
CSD,0.1,2,8,0.895,,0.18669426445306395,
CSD,0.1,2,9,0.895,,0.186556406403578,
CSD,0.1,2,10,0.895,,0.18535819991112634,
CSD,0.1,2,11,0.895,,0.18572112326136214,
CSD,0.1,2,12,0.895,,0.186442725800137,
CSD,0.1,2,13,0.895,,0.18525118864610945,
CSD,0.1,2,14,0.905,,0.1810945707310878,
CSD,0.1,2,15,0.9,,0.18476244991447174,
CSD,0.1,2,16,0.895,,0.18614381349344655,
CSD,0.1,2,17,0.895,,0.18755785665638172,
CSD,0.1,2,18,0.895,,0.1842537766182817,
CSD,0.1,2,19,0.905,,0.1637825031093226,
CSD,0.1,3,0,0.85,,0.27285068618712,
CSD,0.1,3,1,0.84,,0.2731266807405918,
CSD,0.1,3,2,0.85,,0.27648528313142895,
CSD,0.1,3,3,0.845,,0.266571895674201,
CSD,0.1,3,4,0.845,,0.27305763489300466,
